text,x,y
"the potato section in the belgian supermarket @delhaizebelgium. it seems that next to toilet papers and pasta, potatos are of high demand. let me fool myself for a moment, let's hope that this is for the reason of high interest in belgian fries.
#covid_19 #coronavirus #belgium https://t.co/uyfluahewk",5.4438696,1.8292912
"contrast in measures: today in beijing, i went to the supermarket, and besides having my temperature checked at least 4 times in the same mall, i had to scan a qr code and input my name + phone number. #covid_19",7.9681897,2.1485045
@newsdatadaily this is the situation at the moment in #milan people queuing outside the supermarket to shop 1m away from each other. #lockdown #covid_19 ?? https://t.co/ifwqdof4s6,9.0545435,0.21165904
supermarket rationing! #covid_19 https://t.co/fq0zjdl8ij,8.272813,-0.009700931
"compliance is a key issue for successfully beating #covid_19. for example, no one in italy can be unaware of what's happening. yet i just heard from a friend, out at a supermarket in rome - a mother was shopping with her sick child who was coughing and sneezing over everyone.",7.5439987,2.7393186
"steve from billericay asks great question if you get #covid_19 by touching fruit and veg in the supermarket if its been handled. 

@bbcessex virologist expert says the risk is low but you could use a paper bag as an intermediary to pick them up #coronavirus",5.91757,2.011535
"online shopping critical for many. but not easy for all and not for all services beyond groceries. if you have #covid_19 high risk family in the durham area and need items leaving on a porch, whatever they may be, let me know and we can make it happen. support each other. 1/2",8.635392,3.944402
"oh, theres so little left. creamed eels? corn nog? wadded beef? https://t.co/ozy1y6kukm",6.267136,0.78230935
i need to start editing so i can chill inside while the #covid_19 is going on so i dont get sick since i work in one of the epicenters of californias #coronaviruspandemic . working in a grocery store rn is just wow.,8.084831,2.853851
survival tip #100029 for #covid_19 : ration the food and consumables you already have..dont be an absolute bumder and raid every shops nook and cranny so no one else can have stuff. panic buying virgins.,9.676077,2.8216472
"my husband's newest activity? wait in line at the grocery store. not to pay, but to get in. only 1-2 allowed to enter at a time. #covid_19 #coronavirusitaly",5.8594275,3.6271667
"@realjameswoods @dastardlyjabby im not panicking. i bought my masks, gloves, food, and toilet rolls a month ago. they had loads in stock back then. im not panicking because i did not listen to government advice. i did my own research, read medical jou",8.589072,2.362173
"the parade of pharma, and other consumer issues is about the market. plain and simple. this sociopath does not care about us. #coronapocalypse #covid_19",7.3532023,3.4244406
"maybe if the media stopped predicting what product will be panic-bought next, people would stop hoarding random stuff and getting arrested at the supermarket. #covid_19 #toiletpaperemergency #coronavirus",6.4282827,2.496168
consumer casting call - what do your store shelves look like as you shop for #coronavirus supplies? https://t.co/baerog5xuy,6.09561,4.492485
the empty shelves of fruits-vegetables-breads-cereals in a @lidlbelgium store in #leuven clearly depicts the rush and an urgency of people to self quarantine themselves to contain the spread of #covid_19. don't panic! @lidlbelgium is always there for your grocery support! ?? https://t.co/si0nkfazh4,9.002351,1.4588821
stock up food water everything you need...marshall law is on its way yall.. trump just shook hands with a brazilian man who is positive.. he needs to be tested #coronavirus,7.3685317,5.1321263
"didn't think we would ever face a zombie movie kinda in real life. grocery store shelf's empty, no ppl in the tram, ppl covering their faces with masks, and the best part roads are empty. #covid_19 #zombieapocalypse",7.5418143,1.2083442
covid-19 might be presenting online shopping platforms their greatest opportunity.,9.804366,5.3640804
"the coronavirus is doing more for this country than any president! lowering airline prices, gas prices, free sick days from work/school, &amp; less traffic

#covid_19 for president 2020.
dont forget to vote y'all!

#emergencyubi #medicare4all #emergencyubi #emergencyubi #emergencyubi",6.8720856,5.528621
collins food advises asx that a kfc staff member has contracted covid 19 - stock is down 15% this afternoon: https://t.co/uaq3jyq7na,10.137097,3.5313857
this grocery store reminds me of a college bar at last call; pickings are slim but nobody wants to go home empty handed. #coronavirus #covid_19 #panicbuying #quarantineandchill,6.5231957,1.4580752
"a ""consumer reminder/tip"": no need to push/shove for access to the hand soap section. go three isles over to the dishwashing soap section and buy the same product for less. let's be smart and stay calm out there. #covid_19 #coronapocalypse #coronaoutbreak",4.624504,3.8009925
"i went shopping today and the part of town the supermarket is in has a lot of se asian people living nearby, so obvs using the same shop. the racism and ingnrance i heard and witnessed is 1 of the byproducts of this bullshit i cant handle! #covid_19 #coronavirus #coronaoutbreak",7.474699,1.9582024
i work in retail i understand people need food but something is going to have to b done because everyone is in the store young and old. need to look after the staffs health aswell as the public #covid_19,8.343194,2.7951617
"sporting events, broadway shows, and schools getting closed....travel being restricted....fill the time by shopping online @ https://t.co/rn0ahkzqks   #covid_19  #decor
#cottage #lamps #carpets  #furniture #nhl #nba #junos https://t.co/uro4x6nutm",8.378983,3.442631
"so, i just ran out and spent another $50 on stuff i might or might not need at the grocery store. #coronavirus",5.7262044,2.1373398
with a news of #coronaoutbreak there's been intolerable &amp; scandalous increase in prices of surgical masks on @amazonin and @flipkart. in time of fighting together @amazonin @flipkart please restrain yours sellers doing malign buisness @drharshvardhan @mohfw_india #covid2019,4.9722133,5.078481
"impact of #covid_19, fall in #crude prices and #yesbank crisis on #markets is short term. consider each dip as an opportunity to buy. 
to know more, read this article from our equity desk. 
https://t.co/b0y8mulgfr
@arjungn80 @skrishnakumar66 @ajitnarasimhan @md_sundarammf",8.805412,5.5753326
"in addition to health care professionals, shout out to all the grocery store workers who are working non-stop. #covid_19",7.943931,1.8738583
"i was at the grocery store this morning at 6:30. surprisingly crowded. no meat. no chicken. no beef. no pork. got toilet paper though, so it was totally worth it. #happyfridaythe13th #covid_19",7.8810024,1.010471
"when i went to the grocery store earlier, i expected the toilet paper aisle to be barren, but the water aisle?!? why? nobody needs a pallet or gross of anything. just use common sense people. #covid_19 #coronavirus",6.283314,-0.52057797
"#covid_19 
intense grocery store lines in new york city &amp; elsewhere as people prepare for what could be a long stretch at home.the global pandemic has affected various aspects of life in the us reveals the unique nature of this crisis .
#coronaviruspakistan 
#coronaoutbreak https://t.co/lz45s5f5je",7.6481013,1.8630292
"riddle me this, batman... why would you buy 20 glasses of pasta sauce when the supermarket is out of pasta? #covid_19 #fckcorona #calmdown",9.398472,1.0073957
"can you imagine if one person in this supermarket has #covid_19 and sneezes or coughs, touches anything.. panic will get most of you getting it because you all rush to a public space in the name of shopping #coronainkenya #coronavirusinkenya #coronavirusupdate #kot https://t.co/lvjb447oi9",6.809213,1.3710976
stock up on food and cleaning supplies and stay home #coronavirus,4.5874753,2.6412137
"hope nobody in chicago needs beans, tuna, rice, bread, toilet paper or paper towels cuz  this was the paper products aisle today at the local grocery store  #coronapocalypse #coronavirus #trumpvirus #trump #worstpresidentever #maga #kag #impeachtrumpagain https://t.co/fu40ux4n6f",5.51327,2.1980186
"day 1 of #coronapocalypse. reporting from alexandria, va. today i went to urgent care, a grocery store, and the pharmacy. urgent care was empty (i was the only patient) and the stores were crazy packed. #covid_19",6.479089,1.4439979
"during this time of uncertainty, i really want to just thank those working that coffee stand and that grocery store. you don't get the luxury of working from home but yet your jobs maintain some semblance of normalcy for other people. #covid_19",8.383088,2.9525735
"boyfriend did the grocery store rounds today. i'm going to go stock up on cat food &amp; litter tonight. preparing for anything, really. ???? #covid19 #coronavirus",6.1438837,1.7337468
"@maddowblog you know, we've got a lot of empty supermarket buildings, closed up malls, and other vacant buildings a such in this country. why not appropriate these spaces for possible quarantine sites, covid-19 testing centers, or emergency response hq's.",7.8113737,3.5578554
"new jersey has 21 new cases of #covid_19 confirmed. 50 cases total as of this moment.
nj is also suspending any cut off of it's utilities notices. nj is also awarding snap benefits to receive an extra 1/2 months of benefits so they can stock up on food items. 
thank you, nj.",9.325582,4.1051264
"the government: avoid large crowds. 

us: lets all meet up at the grocery store!

#coronavirus #coronapocalypse #coronaoutbreak #covid_19 #coronaviruspandemic",5.5569663,1.3756351
"latest from ?@adobeinsights? on how peoples digital lives are being affected by #covid19

how covid-19 is impacting online shopping behavior | adobe blog https://t.co/rirkd59tfm",9.736485,5.24794
"as a joke, i was going to post a pic of a roll of tp captioning it yours for the low price of $100 but ppl are actually doing this for real. this panic buying is going to drive prices way up. we all need to calm down, no more panic buying #covid19canada #panicbuying #covid_19",9.455813,2.7892702
"@kylebrandt the corona tough guys will be the same ones trying to cut long lines at the er and starting fights at the supermarket. 

an idea to limit hospital over crowding: anyone still spreading its just the flu, toughen up type messaging is n",8.386908,3.0057545
"ive stockpiled 120 days of food &amp; water. as im of limited means, it wasnt easy. i should be able to ride out covid-19.

1 problem, my neighbors are elderly people &amp; families of modest means. what kind of christian would turn their back on these people? https://t.co/rarjfr7xgu",9.20857,3.6567183
"not thrilled about the craziness at the stores however i am liking these gas prices in columbia, sc #lowgasprices #covid_19 https://t.co/y16uuppw9e",8.102648,6.2365193
"with the #coronavirus spreading, please take precaution when buying products. scammers are taking this opportunity to pose as brands, products or people looking to steal your money. visit https://t.co/2hi7jiilc3 to learn more.  @lstarlegal https://t.co/hmiwnucgg6",6.0251245,4.8553724
"stop buying all the toilet paper.

stop stockpiling groceries and household supplies. 

there's no shortage if everyone only takes what they need.

#coronavirus #covid_19 #covid19 

https://t.co/fbicgkvrwc",6.0722623,0.1601005
"let me check flight prices, i personally dont fear #covid_19 ke flu nyana daideng",7.206536,6.5292516
brooklyn! this key food has many of the epa approved #covid_19 cleaners in stock. https://t.co/ufazj8lsen,10.2288065,3.083908
"china has announced its labor day holiday this year will last for five days, as opposed to four days in 2019 and three days in 2018. analysts say local tourism and online shopping will dominate holiday consumption amid the #covid-19 epidemic. https://t.co/j3cnol0hap https://t.co/ji4zyjmb9b",9.120252,5.4718165
"crowe's gala in sixmilebridge have implemented a quota on baby food ""in interest of fairness"". the shop has received an additional stock on calpol and baby food.  https://t.co/bjoptfygvx #covid19",8.661504,1.4044262
"#coronavirus got you down? 
do you have 401k statement jitters?
maybe you're stuck in a long line at the grocery store? or you're out prowling the streets for toilet paper? 

well, forget all that because we announced our next guest... check it out! https://t.co/hv6j2ztvht",5.6766634,3.7118607
"this is crazy, supermarket employees are telling about fist fights and being threatened by shoppers over stock...
#covid_19 
#zombieapocalypse https://t.co/owmnogtjv1",8.342636,0.8894715
they just closed every school in my county until april 13th. another day passed and i didn't go to the grocery store because i heard all the shelves in the stores were bare.  over it. #covid2019 #tompkinscountyny,8.475264,3.417403
"via @nydailynews, u.s. stock exchanges experienced historic drops march 12 despite a $1.5 trillion cash infusion from the federal reserve: https://t.co/5ovgaylvrj #coronavirusoutbreak #coronavirus #food #foodindustry #economics #federalreserve #foodinstitute",8.237468,5.677944
the grocery store was out of every frozen vegetable except okra. ive never related to a vegetable more than in that moment. #covid_19 #coronavirus,5.7222157,1.8698298
"wegmans, shoprite, other retailers limit some purchases as coronavirus panic-buying hits lehigh valley   #covid_19 
https://t.co/8t0nlp3wpx",6.460766,2.5089428
"i went to the grocery store today just to get my normal groceries and people were crawling over each other, yelling at each other, and being overall extremely rude to the staff, all due to #covid_19. if this is what we can expect going forward, im going to root for the virus.",7.049152,2.1801171
went to the grocery store today... panic shopping was so big @walmart opened a 2nd register. #covid_19 #coronavirus,5.8442345,1.2558664
"https://t.co/1kwpjieaal
allaying the concerns of some residents who are rushing to stores for panic buying, the ministry has released statement for the citizens on the stocks available. 
#coronaviruspandemic #coronaoutbreak #covid_19 #qatar #qatarliving #qatarnews",7.004909,2.2135477
so the country were i live is closing everything expected for supermarket and pharmacies during 2 weeks starting from tomorrow because of the #covid_19,8.3776455,4.7033257
"if you have the budget to stock up on food -- potentially having a pantry that can feed you all for weeks, a month, or longer, please think about others in the us who cannot afford to stock up.

you can help by buying extra to donate to food banks asap -- https://t.co/bgf095mniw",10.284679,2.0853338
"this not the time to act selfish , don't go buying half of the grocery store just cause you are panicking. we are all together in this. 

#coronavirus #covid_19 #togetherwearebulletproof",6.71641,2.4392173
"government now controls all sports,concerts,colleges, whether u can leave house, depleted all toilet paper, food. controls all travel. see how easy it was? panic, hysteria complete control of whole world over a virus. all freedom gone overnight. #covid_19 #coronaviruspandemic",7.849295,3.7348864
"i live in italy where currently we are not allowed to leave our houses except for the supermarket and i already witnessed a lot of rudeness and selfishness among the people. i pray that people realize that the most important thing now is empathy and helpfulness

#covid_19 #corona",8.636157,2.648779
i'm in the grocery store. baby wipes are almost gone. please save baby wipes for babies!  #coronavirus da baby #covid2019 #covid19 #coronapocalypse #coronaoutbreak,6.161011,0.82122594
"friday evening funny ? 
(and seriously i want to thank all healthcare, grocery store and service industry workers working hard 24/7 ??????)
#covid_19 
#fridayvibes 
#fridaythe13th https://t.co/b7c7usipqm",7.884048,1.8425038
#covid_19 settle down people. saw this at my grocery store just now. #traderjoes needs to post this on their front door. #covid19us https://t.co/pi8xrhrgo8,8.036488,0.15645549
covid-19 has me shopping online for home delivery. save with rakuten &amp; earn cash back!!  i love getting cash back and think you will too! join for free and get $10 when you spend $25.  https://t.co/rqvblxbgka,9.546833,5.1720324
i am in the italian city farthest from the sea and as every day the local supermarket got fresh fish and seafood today (except for lobsters). #italy #covid_19 https://t.co/5hebwzuhim,9.186496,0.6622911
"remember that burrito chain w/the $350 stock the 1 that couldn't properly contain e-coli? &amp; only now w/#covid_19 have they changed their tune, it's time gov close fast food down or #mandate #sick #leave now! cc: @chipotletweets | https://t.co/vrsefbygue",10.112675,2.9040983
my wife came back from the grocery store with rice &amp; coconuts so we should be good. #covid_19 #survivor https://t.co/cxiercmchc,6.387978,3.2467213
"as expected, got my first email from local grocery store that express pick up is experiencing higher than usual demand. this will be the norm for quite some time now. #covid_19",9.0124035,4.6572866
tommorow all bars have to close in belgium ??. so what do they do tonight? organizing #lockdown parties with reduced beer prices! #crazy #insane #covid2019 #coronaoutbreak #covid19be,7.2431617,1.6281866
this friday the 13th is a nightmare for supermarket employees. people are panic buying a day after duterte announced an ncr lockdown. carts are filled w/ all sorts of noodles. i guess these metro manila residents will be on pancit canton/bihon diet for a month #covid_19 https://t.co/33bw2zknds,8.732192,1.738319
"items such as toilet roll, tinned food &amp; hand sanitiser have been disappearing from supermarket shelves.

the gov have told us supply chains are robust, and warned that panic buying could create problems.

experts joined us to talk about this issue.

https://t.co/laokxujs7u",8.767929,1.7218814
"switzerland is not doing enough as retail, post, banks, grocery store, convenient outlets, publ. transport. operate as normal.  no protection of their workers and its customers.  meanwhile, the covid-19 is on its race track.  @grunliberale shouldn't a popular party get the grit!",9.283036,4.418272
anyone with information about price-gouging call (800) 432-2310 to request a paper complaint form be sent by mail or file a complaint with the attorney generals consumer protection division online at https://t.co/rkzaxkovdg #coronavirus #panicbuying #covid_19 #kansas,5.7398257,5.5264077
"people that are panic buying are just falling into another world gone mad phases.

this weeks shopping food, i got one or two extra bits but not overboard like im seeing online! ?? #covid_19",9.189082,1.7212338
"scenes from inside my local supermarket, scary #coronaviruspandemic #covid_19 #covid_19uk #fallout https://t.co/h82yoaa7rh",5.7306886,1.4577527
trader joes is the retail space at my work &amp; there is an hour and a half wait just to enter their mostly empty store... #coronavirus ?,7.3751945,1.7322328
gas prices dropping and airline tickets practically free. yet everything that would be fun to see or do is cancelled. #coronavirus #covid_19 #panic #fml,7.21581,6.231326
"based on reports grocery store reports, im doomed! wife not dooms day prep-per, usually keeps enough food for next 24hrs ?#covid_19",8.340267,1.3048068
i hope when this #covid_19 is under control that we all might consider that millions live with fear of untreatable disease all there life...and dont have a supermarket for handwash toilet roll &amp; pasta. maybe this is a wake up call for all of us. no human deserves this ???,8.896311,3.6361473
went shopping at 7:15 am and im so glad i did ?? like this #coronavirus i dont know what to expect and i rather be safe then sorry next week i also ordered more wine online because the 2 boxes of wine might not be enough https://t.co/magve9bsn6,5.9515247,2.1236663
"#breaking: ontario's chief medical officer dr. david williams says to ""avoid all non-essential travel outside of canada"" and the ""immediate suspension"" of all gatherings over 250 people because of the risks of #covid19.  https://t.co/jzd9qgoyeh",8.049997,3.887287
"just went to the supermarket

full of food

10 people max 

easy

what's wrong with where you dweebs live? 

#covid_19",7.83693,0.7610471
"the #covid_19 continues to spread, the travel industry takes a hit! major airlines drop #ticket prices by significant amounts.",7.343327,6.454291
"coronavirus: easyjet waives change fees as flights are cancelled:

flexible policy applies until further notice

https://t.co/emt4oydhof",6.7434325,6.065304
"the global spread of the #covid_19 pandemic and the accompanying sluggish market demand will limit the growth of #memory prices in 2h20, with #nand_flash prices potentially going into a decline !
https://t.co/yodpiht5mc
cc: @vladsavov @natashakhanhk @iankingsky @leenarao @scurtsy",9.210553,5.13251
"#covid-19 what is the flip side? is physical shopping coming down and #ecommerce ommerce picking up? online e-retailers will leverage this situation to their advantage, and it will be a sensible thing to do. 

https://t.co/ums0tklb34",9.848997,5.2836246
"@rte @rtenews very clear and concise, brilliant information. i was at the supermarket at lunchtime and it is being treated like a holiday, children everywhere running around playing with each other in the aisles.  parents need to take personal responsibil",8.678127,1.72609
"we may have no food because we have no space to hoard tinned tuna. but we have 48 extra long rolls of recycled toilet paper. #downunder #loorollshortage #covid_19
.
.
.
tbh we were not buying out of panic it's our https://t.co/jh52blgif4",6.1145205,-0.19216152
"tulkoff is committed to taking the necessary safety to precautions to limit the spread of covid-19. therefore, we have temporarily suspended retail sales via our online store. we apologize for any inconvenience this may cause &amp; will keep you updated on the status of our store. https://t.co/bkaloyzjjg",8.763436,4.7433324
"in the chaos at the grocery store, i just saw a guy buy 20 2 liters of diet pepsi. #covid_19",8.229286,0.86475915
"say it isnt so @shopprsdrugmart!

#shoppersdrugmart hikes prices beyond belief amid #coronavirus #pandemic https://t.co/bmohv15ng9 #toronto #ontario #canada #shoppersdrugmart #tp #covid19 #covid2019 #coronaviruspandemic

@blogto 

https://t.co/biozcus2pb https://t.co/2kwdnhcufk",5.93841,4.848767
"#srilankans making personal supermarket at home by buying everything in markets?no rice to buy in near local or supermarket when we ask why they said people brought 10-12 kilos due to #covid_19 fear, seriously still only 2 cases y'all act like 200 infected, stupid as it best????? https://t.co/mw160voe0c",7.9612103,1.5481528
"at first, i'll be honest i wasn't worried at all. now after visiting the grocery store, seeing people panic and everybody with sanitizing wipes in their hand, i'm now beginning to fear #covid_19.  #coronavirus #tystaketoday",6.915652,2.0227473
my last day of consumer lending training better not get cancelled tomorrow. #covid_19,9.27763,4.0283217
@johnson4dallas @cityofdallas it just takes 1 person at a party or a grocery store. but banning large gatherings is a start. thank you. this virus is airborne and stays on surfaces so start cleaning the city like china and south korea did. #dallas #dallas,6.4051113,1.7524331
"we're concerned...please help us support our local businesses, many of whom have online shopping platforms. we will get through this!!
#coronaviruspandemic #coronavirus #covid2019 #bellingham #pnw #localbusiness #shoplocal https://t.co/c7fxyuejzs",6.5518756,4.507691
"covid-19 isn't the only thing altering shopping habits. interesting article about how consumer behaviour is changing thanks to technology.

#shopping #technology #fintech 

https://t.co/shgaxzn78j",9.918383,5.2581525
how many @amazon warehouse workers die before they stop shipping stuff? how many of us will get #covid_19 from the virus being transmitted by our deliveries? i wonder this but i'll probably keep ordering stuff to avoid going out to the store &amp; because consumer therapy is a thing.,7.496137,4.1255474
in times of crisis like #coronavirus i cant believe ppl are exploiting the public by marking up prices on masks and sanitizers! ridiculous! this is how we are being governed! everything is just about money !,5.146216,4.970551
"on a serious note tho, why the hell are us guys having to go into work still and just casually deal with returns and customers in a retail workplace?? like it genuinely makes sense to close down every shop/store except supermarkets for a while. #coronavirus",7.32844,2.7000582
"@dexcom g6 integration enables insights from @welldoc bluestar, @apple's rumored video #workout app

also --&gt; #consumer survey suggests declining #digitalhealth engagement; iran's #covid_19 app pulled from play store after #malware accusations
ht",8.940084,4.1645756
"psa: despite the pandemic declaration &amp; increasing #covid_19 cases in ?? there's no reason at all to panic (and stock up on food &amp; tissues)

just keep calm &amp; follow the guidelines laid out by @kkmputrajaya ?always practice good hygiene &amp; avoid large/public gatherings if unwell https://t.co/z71kcpahvs",9.19454,3.3552337
hey @realdonaldtrump you are creating a #chaos with the misinformation of #covid_19 people is most easily to get sick of #stress than the #coronavirus they are leaving all supermarkets empty! because of the fear!!? the #usa #government has to stop it! @joebiden @berniesanders,7.076547,2.9612012
"as more people are being asked to self-isolate, theyre experiencing a big lifestyle shift. last week we mentioned that companies offering fast home delivery - like amazon - and home entertainment - like netflix - had seen an increase in their stock prices. thread (2/6) #covid_19",8.309249,4.0988874
i have never seen the parking lot of my neighbourhood grocery store full at 1028pm #covid_19,7.1414967,1.0498377
"we've stuck all of our covid-19 stories in one place including share prices reactions, data on previous pandemic products and cost estimates. we will update as our coverage continues. (via @vantageanalysis, @evaluatepharma data) #coronavirus https://t.co/que52t33k2",6.849396,5.36147
#covid_19 #coronaviruspandemic #coronaoutbreak #trumptheworstpresidentever #coronavirus #berniesanders @berniesanders should drop out #2020election it's not time4 revolution @joebiden is ready2day 2 lead. ralph's grocery  store in sherman oaks ca 3/12/20 @khou @msnbc @nygovcuomo https://t.co/ckphn3oaul,7.1645823,3.9359536
"stocking up on supplies for your family?
here's an easy way to ensure those who can't stock up can still access food.
#covid2019 #covid19australia
#coronavirus #coronavirusaustralia
https://t.co/aw0tpnksuv",4.8702555,2.7952697
"me: at the grocery store now...just wanted to grab a few things for the weekend 

husband: ok :)

its because he knows he now has the tv to himself for a good solid two hours! grocery store is jam packed and theres going to be a lot of money made by big corp tonight! #covid_19",8.381272,1.375731
"selling face mask in wholesale and retail prices ....dm if interested...
mind your health and keep off corona virus #coronavirusinkenya #covid_19 #coronaviruspandemic  #coronavirusupdate #coronasafety #facemaskforsale #facemasksinkenya #facemaskinnairobi #facemasks #facemask https://t.co/8omyyou1n4",4.493593,5.228305
"absolutely beautiful day in #portstewart today.

now more than ever we need to support our local independent businesses in #portstewart.  when you shop locally, it has far-reaching effects across the community. 

see you soon in portstewart. https://t.co/ixtosvidqd",8.26479,4.626746
elderly people will be disproportionately affected by the virus. please sign up to help deliver food and resources to people who will have a hard time getting them during this time of panic #covid_19 #canceleverything #atlanta https://t.co/jg9yoo4i1m,8.495791,2.778144
he place youre going to catch the most germs......the grocery store.  no self distancing here!  ugh! #covid_19 #hoarders #ididnotbuytoiletpaper,7.278852,0.9060696
"you've seen higher prices for hand sanitizer since #coronavirus. is that #pricegouging? your airline, cruise line or wedding venue won't let you reschedule. what are your rights? and how to distinguish #covid19 myths from truth join me live on fb at 12:30pm for #consumer q&amp;a. https://t.co/iygxm66vcj",5.488126,4.8287153
report retailers or manufacturers colluding &amp;/or hoarding with intention to increase prices of consumer goods and take advantage of the covid-19 case to competition authority of kenya - 0202779000/0202628233 or info@cak.go.ke https://t.co/m0qzgqhuce,7.8075347,4.768714
@furlotte_j how would you proposed that they stop people from hoarding tp? i prefer higher prices over being poked with a pointed stick #lordoftheflies #covid_19,6.899508,3.8338623
"as people stock up on food &amp; hygiene products, i'm reminded of the building &amp; loan scene in ""it's a wonderful life"".

fear &amp; panic drove people to take more than they needed to.

in these times, might be difficult, but let's try not to take more than what we need.

1/

#covid_19 https://t.co/x7uh9lgtcp",9.016377,2.3554046
retails covid-19 response is to scan sanitizer out for store use.,8.185425,3.1949565
"also, dont overbuy at the supermarket. remember, were all in the same boat. also, if you can donate non-perishables for your local food bank. if the schools close, make sure you see children, who depend on school meals to eat. they are our future. #noonegoeshungry #covid_19",10.379638,2.0429459
"when this is all over, remember who put prices up and who gave help freely without pomp or pr.  

one of these groups deserve to be part of our community, one does not. 
#coronapocalypse #covid_19",8.734384,3.7328572
"if you still have any doubts about the intelligence level of mankind, go to the grocery store today or tomorrow. - #covid_19 #covid19 #coronaoutbreak #coronapocalypse #coronaviruspandemic @tuckercarlson",6.4733424,1.5911325
"6/n cont'd list of who has contacted me to-date w/#covid19 plans:
-topgolf
-the maryland lottery
-another grocery store

who has not contacted me or my wife w/covid-19 info, plans:
-our commercial health plans #doyourjob

why?! #publichealth #coronavirus",6.2298293,4.7459083
"empty supermarket shelves to be expected real soon.
best time to stock up
#coronavirusinkenya #covid_19 #coronaviruspandemic #coronavirusupdate #coronainkenya https://t.co/uz515150tf",5.7145104,1.0791723
"crude oil prices rise slightly on friday but sentiment remains weak as global demand evaporates from corona virus pandemic.
#windsorbrokers #fx #forex #oil #covid_19",8.250848,5.8181005
"the coronavirus is doing more for this country than any president. lowering airline prices, gas prices and no school. fuck this
covid-19 for president 2020",6.858244,5.551805
good move by @johnkeellsgroup actually the 1st supermarket in srilanka to concern about everyone's safety... #lka #srilanka #covid_19 https://t.co/tdaqcm63d1,7.7036023,1.6489615
"folks, see when you stock up, buy some stuff and deposit it at your local food bank please

thanks

#covid_19 #coronavirusuk #panicbuying #shops #toiletpaper #foodbanks #uk",6.2196345,2.3747566
this month-old @chiefs balloon sputtering about in a panic-filled supermarket seems like a good analogy for the sports world right now. #covid_19 https://t.co/cj1wgroesg,7.9231825,1.5872339
"grocery store almost entirely sold out of meat, so tonight ive been forced, through sheer necessity, to make tonights chili con carne with organic grass fed veal. ? ? ? 
tbh im still trying to find a downside. ? 
#coronaproblems #covid_19  #99problems #stockpilingtwats",8.013736,1.3394723
"everyone: buy toilet paper, stock up on food, keep a eye on the news
me: as long as gamestop will be open on the 20th #animalcrossing #newhorizons #coronavirus #animalcrossingnewhorizons https://t.co/djisbrtwzu",6.2449427,0.49925444
@nkdarin @minvws nl is 7-10 days behind italy. panic in supermarket has started like in italy 7-10 days ago. why not using italy as lesson learnt and take more stringent measures immediately? close schools immediately @minpres @minvws !!!  #covid_19 #covi,9.321294,1.0620077
"@robjetten @ivanengelshoven if you do not immediately close schools, stop the supermarket panic, and ask people to stay home, i am afraid you can forget about culture for long long time. please learn from the lesson of italy. #coronavirusnl #covid_19 #cov",9.240472,0.995456
anyone else just chillin while everyone is panic buying cuz of the virus? i went to heb earlier to get some laundry detergent and the whole place was packed. i felt so out of place just holding a bottle of soap while everyone else had carts full of food. #covid_19 #chill,6.5692186,2.047489
"thanks to #covid19 i am in self-quarantine at home. what a great time to do online shopping, eat a lot and gain weight ? #coronavirus #coronaviruspandemic #selfisolating #selfquarantine",6.666696,3.6346185
anyone feel like #covid_19 is just a massive conspiracy created by supermarket chains and dry goods companies as a ploy to increase their 1st quarter revenues?,9.872393,4.7406483
i was at the grocery store trying to dodge all of the idiot panic buyers and all i could think about was @kevinbacon in animal house.  #coronaoutbreak #covid_19 #panicbuying https://t.co/akhnnov1ku,9.060249,1.5847323
supermarket in staten island no toilet paper/paper towels @ny1desk @ny1newsat11 @potus supermarkets are suffering to supply to our citizens based on to many buying so others cannot.? @alysiastern @treydwag2020 #coronaoutbreak @nycmayor @nygovcuomo #covid_19 #panicbuying #ny1pic https://t.co/rkqdmvzw19,8.494714,0.5500165
"why is toilet paper an urgent necessity right now??????? like stock up on food water, why toiket paper?! #covid_19",6.2583666,-0.5248736
"went and braved walmart...not too bad, and employees are working hard to make sure stuff stays in stock. got only what i needed, and spent about $40 on food for myself and penny for over a week ?? #covid_19 #dontbeanasshole",8.071709,1.0296011
"how to survive the wuhan virus: 1.) stock up on months worth of toilet-paper, paper towels, medical gloves, medical supplies, food and water. 2.) cut off all contact with boomers. 3.) become ocd about washing your hands. 4.) quit your job and become an agoraphobe. 5.) #covid_19 https://t.co/wip5y4jpie",5.1044884,3.950324
i now see why drones would come in handy for online shopping and delivery. #coronavirus,6.4335003,4.5367703
as i am doing my online grocery shopping theres no hand gel available. not even on amazon. but on ebay this is what i have found ????? #covid_19uk #coronapocalypse #covid_19 #coronaoutbreak #coronaviruspandemic #coronavirusupdate https://t.co/7obakpegeo,4.488488,4.283669
ok. i will admit it. i'm fucking scared of the #covid_19. i'm a college student and i work in a grocery store. i'm ok with classes being moved to online b/c i have the privilege of owning a laptop and paying for internet. but what i'm worried about is my job. 1/,9.316838,4.103429
be extra considerate towards you local grocery store clerks don't get to go home either they have to stick it out through this so you get your food. #coronapocalypse #covid_19,8.228113,0.9765812
"perfect timing &amp; opportunity with the halt of intl trade, low oil prices, coming global recession for lebanon to get its affairs in order, stabilize ll exchange rate, boost local substitutes&amp; collaborate with diaspora for financial support #covid_19 #?????_?????? #beirut #lebanon",8.720105,5.346996
